start,end,VAR00003,location,gender,age,education,statusOfAsylum,illiteracyReason,socialStatus,address,doYouLiveWith,orphan,incomeProvider,HowDoyouSpendFreeTime,typeOfWork,reasonOfWork,numberOfFamilyMembers,workingHoursPerWeek,formOfWork,dailyIncome,howMuchDoYouGiveFamily,version,id,uuid,submissionDate,index,gazaOrWestBank,type
2017-12-13T22:20:23.191+08,2017-12-13T22:21:29.510+08,null,null,Male,15-16,Basic education,Refugee,Failure in education,null,Village,null,null,Father,Coffee shops,null,null,9 or more,31 or more,null,31 - 50 NIS,More than 50 %,vSeW3muQxGU6kNccwDTJz6,7360552,09829992-b45a-47eb-a5df-90ebc0de0548,2017-12-14T19:17:15,208,null,childrenLabor
2017-12-11T19:52:29.035+08,2017-12-11T20:01:24.249+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Refugee,null,Single,City,With the family,No,Mother,Wandering in the streets,A moving salesman for your own account,Practicing in a craft,6 - 8,10_20,Daily paid,71 - 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7419280,f0213872-6bd5-4120-ab85-ccd850c0c9a2,2017-12-18T07:27:14,209,West Bank,childrenLabor
2017-12-11T19:52:29.035+08,2017-12-11T20:01:24.249+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Refugee,null,Single,City,With the family,No,Mother,Wandering in the streets,A moving salesman for your own account,Practicing in a craft,6 - 8,10_20,Daily paid,71 - 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7419281,f0213872-6bd5-4120-ab85-ccd850c0c9a2,2017-12-18T07:27:14,210,West Bank,childrenLabor
2017-12-11T20:01:35.443+08,2017-12-11T20:05:33.146+08,null,Ramallah and Bierh City,Male,null,Secondary education,Not a refugee,null,Married,Village,With the family,No,Father,Coffee shops,A moving salesman for your own account,Other,9 or more,31 or more,Daily paid,More than 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7419282,db0e7b49-1ed8-4346-beb7-6a312cf2b067,2017-12-18T07:27:16,211,West Bank,childrenLabor
2017-12-11T22:32:31.480+08,2017-12-11T22:34:12.768+08,null,Ramallah and Bierh City,Male,15-16,Secondary education,Not a refugee,null,Single,City,With the family,No,Father,With peers in the neighborhood,A moving salesman for your own account,Practicing in a craft,6 - 8,7_9,Paid per piece,31 - 50 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7419283,642bb00e-57dd-4dce-9edd-ae4fc1516a38,2017-12-18T07:27:17,212,West Bank,childrenLabor
2017-12-11T22:34:26.153+08,2017-12-11T22:38:52.589+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Not a refugee,null,Single,Village,With the family,No,Father,Other,A moving salesman for a dealer’s account,Other,6 - 8,10_20,Daily paid,31 - 50 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7419284,2c02d60c-b2b6-492a-a401-c19cb02e51d0,2017-12-18T07:27:18,213,West Bank,childrenLabor
2017-12-11T22:39:12.871+08,2017-12-11T22:45:23.182+08,null,Ramallah and Bierh City,Male,17-18,Basic education,Not a refugee,Expulsion from school due to riots,Single,City,With the family,Yes,Father,Other,A moving salesman for your own account,Other,6 - 8,10_20,Daily paid,More than 90 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7419285,d6f1d798-3d65-4859-9efa-c69c532f32e9,2017-12-18T07:27:20,214,West Bank,childrenLabor
2017-12-11T22:45:33.646+08,2017-12-11T22:49:12.654+08,null,Ramallah and Bierh City,Male,17-18,Basic education,Not a refugee,Expulsion from school due to riots,Single,City,With the family,Yes,Father,Wandering in the streets,A moving salesman for a dealer’s account,Other,9 or more,31 or more,Daily paid,More than 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7419286,e58616db-35eb-49a9-af31-6ff8ab1169ef,2017-12-18T07:27:22,215,West Bank,childrenLabor
2017-12-11T22:49:33.777+08,2017-12-11T22:54:16.219+08,null,Ramallah and Bierh City,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,Yes,Father,Other,A moving salesman for a dealer’s account,Lack of need for education,9 or more,31 or more,Daily paid,Less than 30 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7419287,1f30252f-287d-4444-ada7-57fe1efd55de,2017-12-18T07:27:23,216,West Bank,childrenLabor
2017-12-12T15:15:31.299+08,2017-12-12T15:19:34.583+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Not a refugee,null,Single,Village,With the family,No,Father,Wandering in the streets,Assistant to a craftsman,Other,6 - 8,21_30,Daily paid,71 - 90 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7419288,7c10648b-89e9-4bdb-a255-41182dd7c2b3,2017-12-18T07:27:24,217,West Bank,childrenLabor
2017-12-12T15:21:21.789+08,2017-12-12T15:25:54.970+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Not a refugee,null,Single,Village,With the family,No,Other,With peers in the neighborhood,A moving salesman for a dealer’s account,Other,9 or more,31 or more,Monthly paid,More than 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7419289,b626fbd7-f563-4ac6-ace8-376a09e7e178,2017-12-18T07:27:25,218,West Bank,childrenLabor
2017-12-12T15:26:09.146+08,2017-12-12T15:31:06.479+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,No,Father,Other,Assistant to a craftsman,Other,9 or more,31 or more,Monthly paid,Less than 30 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7419290,867b080d-23ba-422b-b6b5-4e70aa7f1573,2017-12-18T07:27:26,219,West Bank,childrenLabor
2017-12-11T23:27:28.196+08,2017-12-12T14:08:43.855+08,null,Ramallah and Bierh City,Male,15-16,Basic education,Refugee,Failure in education,Single,City,With the family,No,Father,With peers in the neighborhood,Assistant to a craftsman,Lack of need for education,6 - 8,21_30,Paid per piece,More than 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7419291,48a034f3-38d5-4370-a737-c2a29e4326a3,2017-12-18T07:27:26,220,West Bank,childrenLabor
2017-12-11T19:41:36.865+08,2017-12-11T19:48:35.271+08,null,Ramallah and Bierh City,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,No,Other,Coffee shops,Other,Other,9 or more,7_9,Daily paid,More than 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7419296,86f0cf0e-0268-4c52-9e57-02ca2321107b,2017-12-18T07:27:49,221,West Bank,childrenLabor
2017-12-10T18:23:26.991+02,2017-12-10T18:25:40.222+02,null,Hebron City,Male,15-16,Basic education,Refugee,Failure in education,Single,City,With the family,No,Father,Other,Other,Lack of need for education,3 - 5,31 or more,Monthly paid,31 - 50 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472149,f5e3f1ab-01d8-49a5-b9b4-db11f05f4726,2017-12-20T11:23:45,222,West Bank,childrenLabor
2017-12-10T18:25:47.822+02,2017-12-10T18:27:41.452+02,null,Hebron City,Male,15-16,Basic education,Refugee,Expulsion from school due to riots,Single,City,With the family,No,Father,Coffee shops,Other,Lack of need for education,6 - 8,31 or more,Monthly paid,31 - 50 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472150,791177d4-924c-4c5b-9156-d011cc29f357,2017-12-20T11:23:45,223,West Bank,childrenLabor
2017-12-10T18:27:45.908+02,2017-12-10T18:29:14.624+02,null,Hebron City,Male,10-14,Basic education,Not a refugee,Failure in education,Single,City,With the family,No,Father,With peers in the neighborhood,Assistant to a craftsman,Practicing in a craft,6 - 8,31 or more,Daily paid,31 - 50 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7472151,d91ad958-6613-4dd1-bed7-681a8c14ad37,2017-12-20T11:23:45,224,West Bank,childrenLabor
2017-12-11T12:37:36.026+02,2017-12-11T12:40:16.473+02,null,Hebron City,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,Yes,Father,Other,Other,Other,6 - 8,31 or more,Paid per piece,Less than 30 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472161,38e934a0-6d28-4409-8e9b-c354eee5783b,2017-12-20T11:23:50,225,West Bank,childrenLabor
2017-12-11T12:40:45.075+02,2017-12-11T12:43:25.711+02,null,Hebron City,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,No,Father,With peers in the neighborhood,Other,Other,6 - 8,31 or more,Monthly paid,31 - 50 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472162,85fd6afd-b27a-4c91-bce4-2ce6213cd206,2017-12-20T11:23:51,226,West Bank,childrenLabor
2017-12-11T13:59:11.907+02,2017-12-11T14:00:23.834+02,null,Hebron City,Male,15-16,Other,Not a refugee,Lack of desire for education,Single,City,With the family,No,Father,Coffee shops,Assistant to a craftsman,Other,6 - 8,31 or more,Monthly paid,31 - 50 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472179,268b5634-c748-446e-9d28-433767d8fa43,2017-12-20T11:23:58,227,West Bank,childrenLabor
2017-12-11T15:23:31.713+02,2017-12-11T15:25:02.995+02,null,Hebron City,Male,15-16,Basic education,Not a refugee,Failure in education,Single,City,With the family,Yes,Other,With peers in the neighborhood,Assistant to a craftsman,Other,3 - 5,31 or more,Daily paid,31 - 50 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7472181,023c7e38-483c-4dbd-952f-4232bfde5e6c,2017-12-20T11:23:59,228,West Bank,childrenLabor
2017-12-11T15:25:06.722+02,2017-12-11T15:26:22.612+02,null,Hebron City,Male,17-18,Basic education,Not a refugee,Failure in education,Single,City,With the family,No,Father,Wandering in the streets,Assistant to a craftsman,Other,6 - 8,31 or more,Daily paid,31 - 50 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7472182,0911374c-fa62-490e-b0bc-5ae9779ae2f5,2017-12-20T11:23:59,229,West Bank,childrenLabor
2017-12-11T15:27:21.143+02,2017-12-11T15:28:21.486+02,null,Hebron City,Male,15-16,Basic education,Refugee,Lack of desire for education,Single,City,With the family,No,Father,Wandering in the streets,Assistant to a craftsman,Practicing in a craft,6 - 8,31 or more,Monthly paid,71 - 90 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7472183,e2b78585-9805-45e5-8001-0c17c900b146,2017-12-20T11:24:00,230,West Bank,childrenLabor
2017-12-11T15:28:28.282+02,2017-12-11T15:30:00.866+02,null,Hebron City,Male,17-18,Basic education,Not a refugee,Failure in education,Single,City,With the family,No,Father,Wandering in the streets,Assistant to a craftsman,Practicing in a craft,6 - 8,31 or more,Monthly paid,31 - 50 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7472184,731b7a02-4ac5-4d01-ad1c-1ddb1ecd92e3,2017-12-20T11:24:00,231,West Bank,childrenLabor
2017-12-13T11:35:25.842+02,2017-12-13T11:37:55.738+02,null,Hebron City,Male,17-18,Basic education,Refugee,Expulsion from school due to riots,Single,City,With the family,No,Father,Coffee shops,Assistant to a craftsman,Other,6 - 8,31 or more,Monthly paid,31 - 50 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7472200,1b72348a-8730-4eca-ab8c-e7bf2b0ade05,2017-12-20T11:24:07,232,West Bank,childrenLabor
2017-12-21T14:36:24.047+08,2017-12-21T14:42:13.376+08,null,Abu Dees,Male,17-18,Secondary education,Not a refugee,null,Single,Village,With the family,No,Father,Coffee shops,Assistant to a craftsman,Practicing in a craft,6 - 8,31 or more,Monthly paid,71 - 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7491904,9ee71fe2-f2d7-4b0a-9e6e-2cc524cda395,2017-12-21T07:00:21,233,West Bank,childrenLabor
2017-12-21T14:42:31.729+08,2017-12-21T14:44:47.759+08,null,Abu Dees,Male,15-16,Basic education,Not a refugee,Family economic condition,Single,City,Outside the family,Yes,Mother,Other,owner of a transport cart,Other,9 or more,31 or more,Daily paid,More than 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7491905,bebfa5bb-5256-4499-a28c-063434fe653b,2017-12-21T07:00:22,234,West Bank,childrenLabor
2017-12-21T14:44:54.855+08,2017-12-21T14:46:48.826+08,null,Abu Dees,Male,10-14,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,No,Father,With peers in the neighborhood,A moving salesman for a dealer’s account,Other,9 or more,31 or more,Daily paid,Less than 30 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7491906,4c65cac1-f94c-4a58-b063-cca8e26ae5c9,2017-12-21T07:00:23,235,West Bank,childrenLabor
2017-12-21T14:47:03.024+08,2017-12-21T14:48:25.450+08,null,Abu Dees,Male,10-14,Basic education,Not a refugee,Family economic condition,Single,Refugee camp,With the family,No,Father,Wandering in the streets,A moving salesman for a dealer’s account,Other,6 - 8,31 or more,Paid per piece,31 - 50 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7491907,b09ca148-d5b9-47bf-a6a3-ef62561811ec,2017-12-21T07:00:23,236,West Bank,childrenLabor
2017-12-21T14:48:39.992+08,2017-12-21T14:50:38.474+08,null,Abu Dees,Male,17-18,Secondary education,Not a refugee,null,Single,Village,Outside the family,No,Father,Coffee shops,owner of a transport cart,Lack of need for education,9 or more,31 or more,Daily paid,More than 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7491908,fc495c6c-dcfa-4dc3-a99c-621577e59fc8,2017-12-21T07:00:24,237,West Bank,childrenLabor
2017-12-21T14:51:45.662+08,2017-12-21T14:54:19.858+08,null,Abu Dees,Female,15-16,Basic education,Refugee,Family economic condition,Single,Refugee camp,With the family,Yes,Father,Other,Assistant to a craftsman,Other,6 - 8,31 or more,Monthly paid,71 - 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7491909,0cd89407-ac55-4444-a47a-ab30b7eef133,2017-12-21T07:00:25,238,West Bank,childrenLabor
2017-12-21T14:54:31.607+08,2017-12-21T14:56:01.477+08,null,Abu Dees,Male,17-18,Illiterate,Not a refugee,Lack of desire for education,Single,Village,With the family,No,Father,Coffee shops,Assistant to a craftsman,Practicing in a craft,3 - 5,31 or more,Daily paid,More than 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7491910,05848892-5812-49fd-a8fa-300c56607cb1,2017-12-21T07:00:25,239,West Bank,childrenLabor
2017-12-21T14:56:04.657+08,2017-12-21T14:59:25.978+08,null,Abu Dees,Male,10-14,Basic education,Not a refugee,Failure in education,Single,Village,With the family,Yes,Other,Other,A moving salesman for your own account,Other,6 - 8,31 or more,Daily paid,71 - 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7491911,9388f5da-a164-4986-8bca-45aed7657360,2017-12-21T07:00:26,240,West Bank,childrenLabor
2017-12-21T10:06:21.109+02,2017-12-21T10:08:36.328+02,null,Bethlehem city,Male,15-16,Basic education,Not a refugee,Failure in education,Single,City,With the family,No,Father,Wandering in the streets,owner of a transport cart,Lack of need for education,3 - 5,31 or more,Paid per piece,More than 90 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7545016,30d9b9b8-ae8b-4df8-97b1-bf2c7b4ab7e1,2017-12-24T12:39:58,241,West Bank,childrenLabor
2017-12-21T10:08:40.255+02,2017-12-21T10:10:47.702+02,null,Bethlehem city,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,No,Father,With peers in the neighborhood,Assistant to a craftsman,Practicing in a craft,6 - 8,31 or more,Daily paid,31 - 50 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545017,bfbec045-4593-4fd8-86c9-a433927b67f1,2017-12-24T12:39:58,242,West Bank,childrenLabor
2017-12-21T10:10:56.922+02,2017-12-21T10:12:55.559+02,null,Bethlehem city,Male,17-18,Secondary education,Refugee,null,Single,City,With the family,No,Father,Other,Assistant to a craftsman,Practicing in a craft,3 - 5,31 or more,Daily paid,71 - 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545018,19302d36-a48e-462a-ad73-cb95bb812ac0,2017-12-24T12:39:58,243,West Bank,childrenLabor
2017-12-21T10:14:02.918+02,2017-12-21T10:16:51.753+02,null,Bethlehem city,Male,10-14,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,No,Father,Wandering in the streets,A moving salesman for a dealer’s account,Lack of need for education,6 - 8,31 or more,Daily paid,Less than 30 NIS,More than 50 %,vUPviiSFzREn4prB5mMYoB,7545019,8d306e27-5e95-4a11-b5c0-eaf173452b58,2017-12-24T12:39:59,244,West Bank,childrenLabor
2017-12-21T10:17:01.264+02,2017-12-21T10:19:26.301+02,null,Bethlehem city,Male,17-18,Basic education,Not a refugee,Expulsion from school due to riots,Single,City,With the family,No,Father,Wandering in the streets,owner of a transport cart,Other,6 - 8,31 or more,Paid per piece,More than 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545020,82a8c469-14e5-4cff-a95b-b9f5f25cdce1,2017-12-24T12:39:59,245,West Bank,childrenLabor
2017-12-21T12:02:54.381+02,2017-12-21T12:05:10.660+02,null,Ayda Refugee Camp,Male,15-16,Basic education,Refugee,Failure in education,Single,Refugee camp,With the family,No,Father,With peers in the neighborhood,A moving salesman for a dealer’s account,Other,6 - 8,21_30,Daily paid,31 - 50 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545021,e502877c-c245-4e61-b5db-f5f03f4e9fd1,2017-12-24T12:39:59,246,West Bank,childrenLabor
2017-12-21T12:05:14.000+02,2017-12-21T12:07:33.669+02,null,Ayda Refugee Camp,Male,17-18,Secondary education,Refugee,null,Single,Refugee camp,With the family,No,Other,With peers in the neighborhood,A moving salesman for your own account,Other,6 - 8,31 or more,Paid per piece,More than 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545023,5e434f19-29f1-436e-9c08-4bccf2b73012,2017-12-24T12:40:00,247,West Bank,childrenLabor
2017-12-21T12:07:37.993+02,2017-12-21T12:10:12.542+02,null,Ayda Refugee Camp,Male,17-18,Other,Refugee,Lack of desire for education,Single,Refugee camp,With the family,No,Father,Coffee shops,Assistant to a craftsman,Practicing in a craft,3 - 5,31 or more,Daily paid,71 - 90 NIS,11 – 30%,vUPviiSFzREn4prB5mMYoB,7545024,492b5d36-9db5-4cd0-a4d7-2e805dbc6fae,2017-12-24T12:40:00,248,West Bank,childrenLabor
2017-12-23T12:39:53.115+02,2017-12-23T12:41:49.146+02,null,Beit Sahour,Male,17-18,Other,Not a refugee,Lack of desire for education,Single,City,With the family,No,Father,Other,Assistant to a craftsman,Practicing in a craft,3 - 5,31 or more,Daily paid,71 - 90 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545025,b28bd802-8f26-4b3c-97e9-ce5b0bb105ce,2017-12-24T12:40:01,249,West Bank,childrenLabor
2017-12-23T12:41:52.329+02,2017-12-23T12:43:48.442+02,null,Beit Sahour,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,Yes,Father,With peers in the neighborhood,A moving salesman for a dealer’s account,Other,3 - 5,31 or more,Daily paid,More than 90 NIS,31 – 50%,vUPviiSFzREn4prB5mMYoB,7545026,0e6a280e-b7cb-4422-8fe3-1df81600e783,2017-12-24T12:40:01,250,West Bank,childrenLabor
2017-12-23T12:43:53.269+02,2017-12-23T12:45:21.666+02,null,Beit Sahour,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,No,Father,With peers in the neighborhood,Assistant to a craftsman,Practicing in a craft,3 - 5,31 or more,Daily paid,31 - 50 NIS,0 – 10%,vUPviiSFzREn4prB5mMYoB,7545027,8624ee1d-ae70-4050-b001-d56db3983810,2017-12-24T12:40:01,251,West Bank,childrenLabor
