start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-13T10:40:33.769+02,2017-12-13T10:41:25.800+02,null,Salfeet City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7321095,d3ce509f-4f67-4f92-8cb1-045e8bdc7b03,2017-12-13T08:40:02,896,West Bank,adolescentGirls
2017-12-13T10:41:28.671+02,2017-12-13T10:42:29.552+02,null,Salfeet City,13 - 14,Basic education,null,City,Yes,Unemployed,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7321122,f95a1d02-ceb1-4954-a436-12c6c4b89185,2017-12-13T08:41:46,897,West Bank,adolescentGirls
2017-12-13T10:42:40.158+02,2017-12-13T10:43:30.244+02,null,Salfeet City,15 - 16,Basic education,null,City,Yes,Student,Single,19 - 21,null,null,Yes,Other,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7321131,358551a3-fb44-484f-a896-da4b285f835a,2017-12-13T08:42:14,898,West Bank,adolescentGirls
2017-12-13T10:43:34.212+02,2017-12-13T10:44:51.932+02,null,Salfeet City,17 - 18,Secondary education,null,City,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7321153,a500274d-cc7c-4f7f-bde9-792f5085b309,2017-12-13T08:43:24,899,West Bank,adolescentGirls
2017-12-13T10:44:57.654+02,2017-12-13T10:46:16.345+02,null,Salfeet City,13 - 14,Illiterate,Illness,City,Yes,Unemployed,Single,19 - 21,null,null,Yes,Other,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7321181,658a17ab-0319-4e80-bf4b-2dd7fa210bc1,2017-12-13T08:45:03,900,West Bank,adolescentGirls
2017-12-13T11:28:58.933+02,2017-12-13T11:29:57.243+02,null,Bedia,17 - 18,Secondary education,null,City,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7322042,4d858b02-84c3-46e2-9739-87f2379a9444,2017-12-13T09:28:30,901,West Bank,adolescentGirls
2017-12-13T11:29:59.687+02,2017-12-13T11:30:40.661+02,null,Bedia,17 - 18,Secondary education,null,City,No,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7322058,a9c38e1b-6fb4-4a3e-a4d4-304ea5cd1615,2017-12-13T09:29:19,902,West Bank,adolescentGirls
2017-12-13T11:30:42.895+02,2017-12-13T11:31:55.532+02,null,Bedia,17 - 18,Secondary education,null,City,No,Student,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7322081,15686557-624d-4e65-ac5c-90c293d6cf69,2017-12-13T09:30:27,903,West Bank,adolescentGirls
2017-12-13T11:31:58.548+02,2017-12-13T11:33:00.095+02,null,Bedia,17 - 18,Secondary education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7322100,6bdfdf3e-f5e3-41c7-81d6-e9af709d86ef,2017-12-13T09:31:32,904,West Bank,adolescentGirls
2017-12-13T08:40:57.214+02,2017-12-13T08:42:18.325+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326272,33e50d2e-5642-4d0d-be0b-a73c0c285ca3,2017-12-13T12:33:14,905,Gaza,adolescentGirls
2017-12-13T08:42:35.110+02,2017-12-13T08:43:35.335+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326273,056eb543-0a27-4de3-b644-d56e8c086d0f,2017-12-13T12:33:15,906,Gaza,adolescentGirls
2017-12-13T08:43:40.013+02,2017-12-13T08:44:58.180+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326274,d9cecba6-ad3c-4dc9-802c-ac971600d697,2017-12-13T12:33:15,907,Gaza,adolescentGirls
2017-12-13T08:45:00.353+02,2017-12-13T08:46:10.110+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326276,b6e19d5e-b857-4d41-a970-694760d54c9b,2017-12-13T12:33:15,908,Gaza,adolescentGirls
2017-12-13T08:46:11.950+02,2017-12-13T08:47:04.754+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326277,c405342b-4036-4dd2-9aa5-3595671686ec,2017-12-13T12:33:16,909,Gaza,adolescentGirls
2017-12-13T08:47:06.587+02,2017-12-13T08:48:21.428+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326278,7485ba43-a9ea-4571-8c98-783e188a3764,2017-12-13T12:33:16,910,Gaza,adolescentGirls
2017-12-13T08:48:25.422+02,2017-12-13T08:49:21.958+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326279,322af934-390a-49cf-86d3-cec743467310,2017-12-13T12:33:17,911,Gaza,adolescentGirls
2017-12-13T08:49:23.611+02,2017-12-13T08:50:26.662+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326281,a6c25356-e487-48d8-a1b0-351ec30649ff,2017-12-13T12:33:17,912,Gaza,adolescentGirls
2017-12-13T08:50:28.747+02,2017-12-13T08:51:27.409+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326283,db7dc32a-5a0a-4496-9181-300687e03a55,2017-12-13T12:33:19,913,Gaza,adolescentGirls
2017-12-13T08:51:29.580+02,2017-12-13T08:52:29.816+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326284,f976afd4-3274-4829-b10d-8c27f693add7,2017-12-13T12:33:20,914,Gaza,adolescentGirls
2017-12-13T08:52:31.673+02,2017-12-13T08:53:46.323+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326285,c7632f18-a26c-45ea-abbe-99cd89614e27,2017-12-13T12:33:20,915,Gaza,adolescentGirls
2017-12-13T08:53:49.226+02,2017-12-13T08:54:51.850+02,null,Rafah City,17 - 18,Secondary education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326286,5880201c-e1ab-40c5-93e3-50c3a5569d48,2017-12-13T12:33:20,916,Gaza,adolescentGirls
2017-12-13T08:54:53.863+02,2017-12-13T08:55:53.519+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326288,38cbdca1-c601-43d2-a430-0ae56342936e,2017-12-13T12:33:22,917,Gaza,adolescentGirls
2017-12-13T08:55:55.499+02,2017-12-13T08:56:53.846+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326289,29413640-c311-4f93-8d1e-22df28c73e33,2017-12-13T12:33:22,918,Gaza,adolescentGirls
2017-12-13T08:56:55.566+02,2017-12-13T08:57:51.625+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326290,8846303f-ab61-4589-9032-4c7a6d73e366,2017-12-13T12:33:22,919,Gaza,adolescentGirls
2017-12-13T08:57:54.879+02,2017-12-13T08:58:52.288+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326291,a1f11893-34d6-4f88-9ad7-94e275d3c706,2017-12-13T12:33:23,920,Gaza,adolescentGirls
2017-12-13T08:59:09.690+02,2017-12-13T09:00:18.705+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326292,c14c82dd-ba97-438b-84d4-b7ea28672ed0,2017-12-13T12:33:23,921,Gaza,adolescentGirls
2017-12-13T09:00:20.469+02,2017-12-13T09:01:24.247+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326295,f3aa8629-9b18-46ac-8281-878a4743b025,2017-12-13T12:33:25,922,Gaza,adolescentGirls
2017-12-13T09:01:25.913+02,2017-12-13T09:02:37.435+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326296,7925117d-7fc5-49b8-903e-a9ae68049be7,2017-12-13T12:33:25,923,Gaza,adolescentGirls
2017-12-13T09:02:39.851+02,2017-12-13T09:03:38.535+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326297,2132230a-be58-4c6d-848a-cc166722c4bd,2017-12-13T12:33:26,924,Gaza,adolescentGirls
2017-12-13T09:03:40.331+02,2017-12-13T09:04:36.363+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326298,b96dccb0-ef69-465c-b977-53f1f83746f0,2017-12-13T12:33:26,925,Gaza,adolescentGirls
2017-12-13T09:04:38.363+02,2017-12-13T09:05:45.611+02,null,Rafah City,15 - 16,Secondary education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326299,f3a16668-49ed-4ddb-ba36-0f196b734ced,2017-12-13T12:33:27,926,Gaza,adolescentGirls
2017-12-13T09:05:48.221+02,2017-12-13T09:07:15.030+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326305,55aca69b-f3e8-4cf8-ac8d-5165df1fb0c4,2017-12-13T12:33:31,927,Gaza,adolescentGirls
2017-12-13T09:07:17.788+02,2017-12-13T09:08:13.865+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326307,df64a969-88ed-45d0-9ad6-f1ed6e94e3ff,2017-12-13T12:33:31,928,Gaza,adolescentGirls
2017-12-13T09:08:15.671+02,2017-12-13T09:09:11.544+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326309,8fc05ad1-9453-4709-b1b1-533c7c05964c,2017-12-13T12:33:33,929,Gaza,adolescentGirls
2017-12-13T09:09:13.873+02,2017-12-13T09:10:19.836+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326311,eb8b3008-eb72-417a-8877-8f74be7f4f47,2017-12-13T12:33:35,930,Gaza,adolescentGirls
2017-12-13T09:53:14.633+02,2017-12-13T09:54:16.841+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326312,8fbcbd63-bcd2-47cd-9cf2-fcfa7f54d3f5,2017-12-13T12:33:35,931,Gaza,adolescentGirls
2017-12-13T09:54:18.612+02,2017-12-13T09:54:48.564+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326313,08babc22-56f8-4664-b8d7-5da32067b2bc,2017-12-13T12:33:36,932,Gaza,adolescentGirls
2017-12-13T09:54:50.316+02,2017-12-13T09:55:18.812+02,null,Rafah City,17 - 18,Secondary education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326314,089bc1a5-297f-4f41-af4c-162c90323cec,2017-12-13T12:33:36,933,Gaza,adolescentGirls
2017-12-13T09:55:24.002+02,2017-12-13T09:55:48.808+02,null,Rafah City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326316,fd3d1fbf-a25a-4b84-9596-8271e430dc46,2017-12-13T12:33:37,934,Gaza,adolescentGirls
2017-12-13T09:55:52.281+02,2017-12-13T09:56:17.279+02,null,Rafah City,17 - 18,Secondary education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326318,4a1fd9cc-64f6-49b9-906e-d339df097fcf,2017-12-13T12:33:37,935,Gaza,adolescentGirls
2017-12-13T09:56:19.344+02,2017-12-13T09:56:45.649+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326322,c30d437c-6f24-4827-a099-1e989b28319e,2017-12-13T12:33:39,936,Gaza,adolescentGirls
2017-12-13T09:56:47.265+02,2017-12-13T09:57:23.525+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326324,8874b030-348e-453a-a4fa-bc65d7fb2c8e,2017-12-13T12:33:39,937,Gaza,adolescentGirls
2017-12-13T09:57:35.413+02,2017-12-13T09:58:05.794+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326326,1f981140-2342-4b70-ade4-75738fbdc941,2017-12-13T12:33:40,938,Gaza,adolescentGirls
2017-12-13T09:58:07.573+02,2017-12-13T09:58:45.046+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326327,f5b828df-451f-4559-b37b-6fafca665289,2017-12-13T12:33:40,939,Gaza,adolescentGirls
2017-12-13T09:58:56.159+02,2017-12-13T09:59:31.792+02,null,Rafah Refugee Camp,15 - 16,Secondary education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326329,86a90cfc-6b20-4413-9a51-8700d2dfce24,2017-12-13T12:33:41,940,Gaza,adolescentGirls
2017-12-13T09:59:33.694+02,2017-12-13T10:02:29.069+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326330,5bfc44f6-0824-401e-8d19-67d29d7cfcf7,2017-12-13T12:33:42,941,Gaza,adolescentGirls
2017-12-13T10:02:32.757+02,2017-12-13T10:03:23.209+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326331,9b96aaf0-aa38-4d47-bdc3-157c782ed25b,2017-12-13T12:33:42,942,Gaza,adolescentGirls
2017-12-13T10:03:25.821+02,2017-12-13T10:04:13.392+02,null,Rafah Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7326332,75eb6bd4-fc02-427b-af55-63b210950895,2017-12-13T12:33:43,943,Gaza,adolescentGirls
2017-12-12T08:50:08.617+02,2017-12-12T08:52:40.568+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333538,deea3dfb-1675-438b-ab16-7ee5a7e94dc2,2017-12-13T16:24:27,944,West Bank,adolescentGirls
2017-12-12T08:52:49.140+02,2017-12-12T08:54:45.038+02,null,Beir Nabala,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333539,2357f191-efa6-4924-b7d9-8cf957840fa3,2017-12-13T16:24:28,945,West Bank,adolescentGirls
2017-12-12T08:54:49.929+02,2017-12-12T08:56:14.434+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333540,319108e8-b671-44f3-a628-60831d795d92,2017-12-13T16:24:28,946,West Bank,adolescentGirls
2017-12-12T08:56:22.116+02,2017-12-12T08:57:39.319+02,null,Beir Nabala,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333541,2f0d3dbb-23e3-4cf0-ab8f-7364af99d6c8,2017-12-13T16:24:28,947,West Bank,adolescentGirls
2017-12-12T08:57:46.779+02,2017-12-12T08:59:33.020+02,null,Beir Nabala,15 - 16,Secondary education,null,Village,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333542,c0bb4073-bc75-4cf2-8c0b-25db674285a9,2017-12-13T16:24:29,948,West Bank,adolescentGirls
2017-12-12T08:59:38.685+02,2017-12-12T09:01:58.991+02,null,Beir Nabala,15 - 16,Secondary education,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333543,cb7ea861-e388-464a-99d8-823aa6d35b94,2017-12-13T16:24:29,949,West Bank,adolescentGirls
2017-12-12T09:02:04.484+02,2017-12-12T09:03:44.696+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333545,06e9fe04-bc72-4a1f-9b9a-dfdb0d19a7a0,2017-12-13T16:24:30,950,West Bank,adolescentGirls
2017-12-12T09:03:48.501+02,2017-12-12T09:05:14.145+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333546,c0ba8a28-1c67-46ae-806f-722060a348e1,2017-12-13T16:24:30,951,West Bank,adolescentGirls
2017-12-12T09:05:16.608+02,2017-12-12T09:06:41.709+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333547,8dcf53f7-5e38-4402-9e21-0d3db43688cb,2017-12-13T16:24:30,952,West Bank,adolescentGirls
2017-12-12T09:06:45.498+02,2017-12-12T09:08:11.250+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333548,fd429488-9de8-4608-91c8-8f31fbdcc9d4,2017-12-13T16:24:31,953,West Bank,adolescentGirls
2017-12-12T09:08:14.451+02,2017-12-12T09:09:42.200+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333549,68079231-87b8-44ed-adab-aae9a9d79757,2017-12-13T16:24:31,954,West Bank,adolescentGirls
2017-12-12T09:09:48.632+02,2017-12-12T09:11:09.293+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333550,16cc097b-59ea-4917-a82e-47de4379f1d1,2017-12-13T16:24:32,955,West Bank,adolescentGirls
2017-12-12T09:11:16.219+02,2017-12-12T09:13:02.888+02,null,Beir Nabala,15 - 16,Basic education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333551,a59fdb6e-c92e-4154-95f0-edf14bfdb922,2017-12-13T16:24:32,956,West Bank,adolescentGirls
2017-12-12T09:13:18.848+02,2017-12-12T09:14:58.337+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333552,078570d8-3412-4bb9-9ba7-8873f80d7c8c,2017-12-13T16:24:32,957,West Bank,adolescentGirls
2017-12-12T09:15:04.643+02,2017-12-12T09:16:21.263+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333553,95c0b4de-7521-4cc5-acd4-fa5307826484,2017-12-13T16:24:33,958,West Bank,adolescentGirls
2017-12-12T09:19:33.014+02,2017-12-12T09:21:28.383+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333555,c7776d34-374b-47d1-9f36-3d11eaae4188,2017-12-13T16:24:34,959,West Bank,adolescentGirls
2017-12-12T09:21:32.328+02,2017-12-12T09:23:02.353+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333556,7ca9b660-88c3-4da9-8bcc-cf05d6e83f02,2017-12-13T16:24:34,960,West Bank,adolescentGirls
2017-12-12T09:23:04.915+02,2017-12-12T09:24:26.504+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333557,406c9cbc-2dd3-46a4-a482-95444ea7144d,2017-12-13T16:24:34,961,West Bank,adolescentGirls
2017-12-12T09:24:32.208+02,2017-12-12T09:26:03.989+02,null,Beir Nabala,13 - 14,Basic education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333559,aee3d197-85b0-46c1-b6a2-9269b476d2f0,2017-12-13T16:24:35,962,West Bank,adolescentGirls
2017-12-12T09:26:06.885+02,2017-12-12T09:27:38.840+02,null,Beir Nabala,15 - 16,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333560,d83e4d2e-6c1b-4cdb-bd67-f2ca69a599b0,2017-12-13T16:24:35,963,West Bank,adolescentGirls
2017-12-12T09:27:42.511+02,2017-12-12T09:28:53.011+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333561,043af474-deeb-4ab4-9567-61eab9368ab5,2017-12-13T16:24:36,964,West Bank,adolescentGirls
2017-12-12T09:28:56.470+02,2017-12-12T09:30:22.469+02,null,Beir Nabala,15 - 16,Basic education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333562,be09d5d7-bb39-41b4-8b15-3cf6fa271235,2017-12-13T16:24:36,965,West Bank,adolescentGirls
2017-12-12T09:30:25.510+02,2017-12-12T09:31:37.449+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333563,b90afbfa-24c3-41fb-9afb-999e5bad6dd2,2017-12-13T16:24:37,966,West Bank,adolescentGirls
2017-12-12T09:31:47.944+02,2017-12-12T09:33:15.404+02,null,Beir Nabala,15 - 16,Basic education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333564,ec8f01e0-4a44-4042-a965-d6fe7ed1db90,2017-12-13T16:24:37,967,West Bank,adolescentGirls
2017-12-12T09:33:19.884+02,2017-12-12T09:34:59.654+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333565,957fc082-4bc1-446e-8a97-9a8f74baffd6,2017-12-13T16:24:37,968,West Bank,adolescentGirls
2017-12-12T09:35:03.588+02,2017-12-12T09:37:09.976+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333566,c5f4a2b7-c986-4d1f-8e0d-9e4fb108f927,2017-12-13T16:24:38,969,West Bank,adolescentGirls
2017-12-12T09:37:18.839+02,2017-12-12T09:38:24.718+02,null,Beir Nabala,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7333567,1cdce2de-0164-49c1-a732-985ba7cf1914,2017-12-13T16:24:38,970,West Bank,adolescentGirls
2017-12-13T19:46:40.573+02,2017-12-13T19:47:45.555+02,null,Hebron City,13 - 14,Basic education,Family force,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335361,113d0e28-bf1d-469a-a0ba-6c68a162e621,2017-12-13T17:59:49,971,West Bank,adolescentGirls
2017-12-13T19:47:54.671+02,2017-12-13T19:48:50.866+02,null,Hebron City,15 - 16,Basic education,Illness,City,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335362,df02bdcd-5663-4501-8753-10df83a9e71a,2017-12-13T17:59:49,972,West Bank,adolescentGirls
2017-12-13T19:48:54.348+02,2017-12-13T19:49:48.043+02,null,Hebron City,17 - 18,Secondary education,Family force,City,Yes,Unemployed,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335363,9c9a9631-63ec-4b21-ba57-23d50359fcb9,2017-12-13T17:59:50,973,West Bank,adolescentGirls
2017-12-13T19:49:50.908+02,2017-12-13T19:50:29.613+02,null,Hebron City,17 - 18,Secondary education,Economic conditions,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335364,6129bb7c-abc6-43e8-b4ab-dcef2fd36edd,2017-12-13T17:59:50,974,West Bank,adolescentGirls
2017-12-13T19:50:33.258+02,2017-12-13T19:51:23.153+02,null,Hebron City,17 - 18,Secondary education,Marriage,City,No,Student,Married,22 - 25,Force by family,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335365,d38069a6-de26-405f-88cd-b8706b02964c,2017-12-13T17:59:51,975,West Bank,adolescentGirls
